date,year,month,month_num,quarter,price,month_sin,month_cos,price_lag_1,price_lag_3,price_lag_6,price_lag_12,price_rolling_mean_3,price_rolling_mean_6,price_rolling_std_3,price_pct_change_1,price_pct_change_3,price_pct_change_12,price_yoy_change
2015-09-01,2015,September,9,3,97.73,-1.0,-1.8369701987210297e-16,97.68,95.75,94.72,95.31,97.34666666666668,96.59499999999998,0.6211548384527693,0.0005118755118755924,0.02067885117493473,0.0253908299234078,0.0253908299234078
2015-10-01,2015,October,10,4,96.55,-0.8660254037844386,0.5000000000000001,97.73,96.63,96.21,94.91,97.32000000000001,96.65166666666666,0.6673080248280782,-0.012074081653535296,-0.0008279002380212619,0.01727952797387,0.01727952797387
2015-11-01,2015,November,11,4,96.87,-0.5000000000000004,0.8660254037844384,96.55,97.68,95.57,95.9,97.05000000000001,96.86833333333334,0.6102458520956648,0.003314344899016053,-0.008292383292383354,0.010114702815432697,0.010114702815432697
2015-12-01,2015,December,12,4,95.95,-2.4492935982947064e-16,1.0,96.87,97.73,95.75,97.71,96.45666666666666,96.90166666666666,0.46704746368365646,-0.009497264374935477,-0.01821344520618029,-0.018012485927745292,-0.018012485927745292
2016-01-01,2016,January,1,1,96.49,0.49999999999999994,0.8660254037844387,95.95,96.55,96.63,96.44,96.43666666666667,96.87833333333333,0.4623130252689597,0.005627931214174042,-0.0006214396685655377,0.0005184570717544634,0.0005184570717544634
2016-02-01,2016,February,2,1,93.74,0.8660254037844386,0.5000000000000001,96.49,96.87,97.68,95.7,95.39333333333332,96.22166666666665,1.4570632564626118,-0.028500362731889273,-0.032311345101682765,-0.020480668756530873,-0.020480668756530873
2016-03-01,2016,March,3,1,94.58,1.0,6.123233995736766e-17,93.74,95.95,97.73,94.72,94.93666666666667,95.69666666666666,1.4092669489253857,0.00896095583528922,-0.014278269932256449,-0.0014780405405405705,-0.0014780405405405705
2016-04-01,2016,April,4,2,95.07,0.8660254037844387,-0.4999999999999998,94.58,96.49,96.55,96.21,94.46333333333332,95.45,0.6726316475854481,0.005180799323324159,-0.014716550937921014,-0.011849080137199874,-0.011849080137199874
2016-05-01,2016,May,5,2,95.43,0.49999999999999994,-0.8660254037844387,95.07,93.74,96.87,95.57,95.02666666666666,95.21,0.42665364563479324,0.003786683496371346,0.018028589716236443,-0.0014648948414772711,-0.0014648948414772711
2016-06-01,2016,June,6,2,96.06,1.2246467991473532e-16,-1.0,95.43,94.58,95.95,95.75,95.52,95.22833333333334,0.5010987926547742,0.006601697579377452,0.015648128568407804,0.0032375979112271303,0.0032375979112271303
